student_id,item_id,item_text,subscale,target_mean,response
E23,Q14,Using the chatbot improved my understanding of DSA,learning_impact,4.45,5
E23,Q15,I felt more confident solving problems,learning_impact,4.4,5
E23,Q16,I asked questions I would not have asked in class,learning_impact,4.42,4
E23,Q17,I would like to use it in other courses,learning_impact,4.29,4
E24,Q01,The chatbot's explanations helped me understand topics I struggled with in lectures,pedagogical_helpfulness,4.54,5
E24,Q02,The explanations were at the right level of detail,pedagogical_helpfulness,4.4,5
E24,Q03,The chatbot broke problems into understandable steps,pedagogical_helpfulness,4.35,4
E24,Q04,The follow-up questions made me think,pedagogical_helpfulness,4.31,5
E24,Q05,The chatbot helped me prepare for assessments,pedagogical_helpfulness,4.3,4
E24,Q06,The chatbot understood my mixed-language questions,linguistic_appropriateness,4.42,4
E24,Q07,It replied in the same language mix I used,linguistic_appropriateness,4.28,4
E24,Q08,Technical terms were used in a way I could follow,linguistic_appropriateness,4.24,5
E24,Q09,I could ask questions the way I actually speak,linguistic_appropriateness,4.14,3
E24,Q10,The conversation felt natural,interaction_quality,4.3,4
E24,Q11,The chatbot's response time felt fast enough,interaction_quality,3.87,4
E24,Q12,The interface was easy to use,interaction_quality,4.35,5
E24,Q13,The source previews were useful,interaction_quality,4.32,5
E24,Q14,Using the chatbot improved my understanding of DSA,learning_impact,4.45,5
E24,Q15,I felt more confident solving problems,learning_impact,4.4,4
E24,Q16,I asked questions I would not have asked in class,learning_impact,4.42,5
E24,Q17,I would like to use it in other courses,learning_impact,4.29,4
E25,Q01,The chatbot's explanations helped me understand topics I struggled with in lectures,pedagogical_helpfulness,4.54,4
E25,Q02,The explanations were at the right level of detail,pedagogical_helpfulness,4.4,5
E25,Q03,The chatbot broke problems into understandable steps,pedagogical_helpfulness,4.35,4
E25,Q04,The follow-up questions made me think,pedagogical_helpfulness,4.31,3
E25,Q05,The chatbot helped me prepare for assessments,pedagogical_helpfulness,4.3,4
E25,Q06,The chatbot understood my mixed-language questions,linguistic_appropriateness,4.42,4
E25,Q07,It replied in the same language mix I used,linguistic_appropriateness,4.28,4
E25,Q08,Technical terms were used in a way I could follow,linguistic_appropriateness,4.24,4
E25,Q09,I could ask questions the way I actually speak,linguistic_appropriateness,4.14,4
E25,Q10,The conversation felt natural,interaction_quality,4.3,5
E25,Q11,The chatbot's response time felt fast enough,interaction_quality,3.87,4
E25,Q12,The interface was easy to use,interaction_quality,4.35,4
E25,Q13,The source previews were useful,interaction_quality,4.32,4
E25,Q14,Using the chatbot improved my understanding of DSA,learning_impact,4.45,4
E25,Q15,I felt more confident solving problems,learning_impact,4.4,4
E25,Q16,I asked questions I would not have asked in class,learning_impact,4.42,5
E25,Q17,I would like to use it in other courses,learning_impact,4.29,4
E26,Q01,The chatbot's explanations helped me understand topics I struggled with in lectures,pedagogical_helpfulness,4.54,3
E26,Q02,The explanations were at the right level of detail,pedagogical_helpfulness,4.4,5
E26,Q03,The chatbot broke problems into understandable steps,pedagogical_helpfulness,4.35,4
E26,Q04,The follow-up questions made me think,pedagogical_helpfulness,4.31,5
E26,Q05,The chatbot helped me prepare for assessments,pedagogical_helpfulness,4.3,4
E26,Q06,The chatbot understood my mixed-language questions,linguistic_appropriateness,4.42,5
E26,Q07,It replied in the same language mix I used,linguistic_appropriateness,4.28,4
E26,Q08,Technical terms were used in a way I could follow,linguistic_appropriateness,4.24,5
E26,Q09,I could ask questions the way I actually speak,linguistic_appropriateness,4.14,4
E26,Q10,The conversation felt natural,interaction_quality,4.3,5
E26,Q11,The chatbot's response time felt fast enough,interaction_quality,3.87,4
E26,Q12,The interface was easy to use,interaction_quality,4.35,4
E26,Q13,The source previews were useful,interaction_quality,4.32,4
E26,Q14,Using the chatbot improved my understanding of DSA,learning_impact,4.45,4
E26,Q15,I felt more confident solving problems,learning_impact,4.4,5
E26,Q16,I asked questions I would not have asked in class,learning_impact,4.42,4
E26,Q17,I would like to use it in other courses,learning_impact,4.29,5
