interaction_id,student_id,date,week,query_type,topic,n_retrieved,latency_s,thumbs,intent
LOG-00294,E16,2025-09-14,2,code_mixed,Stacks and Queues,5,2.4,up,debug
LOG-00295,E12,2025-10-11,6,romanized_nepali,Arrays and Strings,5,1.05,none,conceptual_why
LOG-00296,E10,2025-09-04,1,code_mixed,Searching Algorithms,5,1.55,none,complexity
LOG-00297,E14,2025-09-06,1,code_mixed,Trees and BSTs,5,1.82,none,how_to_implement
LOG-00298,E07,2025-09-27,4,code_mixed,Hashing,5,1.44,none,conceptual_why
LOG-00299,E12,2025-09-19,3,english,Stacks and Queues,5,1.62,up,conceptual_why
LOG-00300,E14,2025-09-15,3,romanized_nepali,Heaps and Priority Queues,5,2.34,none,conceptual_why
LOG-00301,E01,2025-10-04,5,code_mixed,Sorting Algorithms,5,1.79,up,how_to_implement
LOG-00302,E11,2025-10-04,5,romanized_nepali,Sorting Algorithms,5,1.64,none,debug
LOG-00303,E09,2025-09-14,2,code_mixed,Dynamic Programming (Intro),5,2.26,up,how_to_implement
LOG-00304,E17,2025-09-29,5,code_mixed,Hashing,5,1.44,none,how_to_implement
LOG-00305,E21,2025-09-24,4,code_mixed,Dynamic Programming (Intro),5,2.09,down,debug
LOG-00306,E16,2025-10-09,6,english,Sorting Algorithms,5,1.93,none,conceptual_why
LOG-00307,E18,2025-09-05,1,code_mixed,Searching Algorithms,5,1.74,up,conceptual_why
LOG-00308,E16,2025-09-18,3,romanized_nepali,Sorting Algorithms,5,1.77,up,debug
LOG-00309,E08,2025-10-01,5,romanized_nepali,Greedy and Backtracking,5,1.97,none,how_to_implement
LOG-00310,E11,2025-09-03,1,romanized_nepali,Arrays and Strings,5,1.21,up,complexity
LOG-00311,E22,2025-10-09,6,romanized_nepali,Sorting Algorithms,5,1.86,none,complexity
LOG-00312,E25,2025-10-12,6,english,Graphs and Traversals,5,1.6,none,complexity
LOG-00313,E06,2025-09-20,3,english,Stacks and Queues,5,1.45,none,conceptual_why
LOG-00314,E01,2025-10-07,6,code_mixed,Dynamic Programming (Intro),5,1.77,up,conceptual_why
LOG-00315,E25,2025-09-18,3,english,Heaps and Priority Queues,5,0.53,up,how_to_implement
LOG-00316,E22,2025-10-11,6,code_mixed,Trees and BSTs,5,1.44,none,how_to_implement
LOG-00317,E16,2025-09-16,3,english,Trees and BSTs,5,2.3,none,how_to_implement
LOG-00318,E22,2025-09-01,1,code_mixed,Stacks and Queues,5,1.55,none,debug
LOG-00319,E16,2025-09-05,1,code_mixed,Dynamic Programming (Intro),5,1.56,up,how_to_implement
LOG-00320,E24,2025-09-24,4,english,Complexity and Notation,5,0.58,none,how_to_implement
LOG-00321,E08,2025-09-03,1,code_mixed,Graphs and Traversals,5,1.81,none,conceptual_why
LOG-00322,E13,2025-10-12,6,english,Searching Algorithms,5,1.72,none,debug
LOG-00323,E18,2025-10-04,5,romanized_nepali,Linked Lists,5,1.83,down,conceptual_why
LOG-00324,E07,2025-10-01,5,code_mixed,Dynamic Programming (Intro),5,1.99,none,complexity
LOG-00325,E19,2025-10-04,5,code_mixed,Linked Lists,5,2.0,down,how_to_implement
LOG-00326,E08,2025-09-23,4,romanized_nepali,Trees and BSTs,5,1.64,up,debug
LOG-00327,E19,2025-10-10,6,english,Stacks and Queues,5,1.84,none,complexity
LOG-00328,E21,2025-10-06,6,romanized_nepali,Linked Lists,5,1.1,up,debug
LOG-00329,E12,2025-09-23,4,romanized_nepali,Searching Algorithms,5,2.23,none,conceptual_why
LOG-00330,E26,2025-09-19,3,code_mixed,Graphs and Traversals,5,1.56,none,complexity
LOG-00331,E17,2025-09-11,2,romanized_nepali,Heaps and Priority Queues,5,2.27,up,conceptual_why
LOG-00332,E21,2025-09-20,3,english,Sorting Algorithms,5,1.77,down,debug
LOG-00333,E01,2025-09-21,3,code_mixed,Linked Lists,5,1.76,none,complexity
LOG-00334,E04,2025-09-06,1,english,Graphs and Traversals,5,1.88,none,conceptual_why
LOG-00335,E19,2025-10-11,6,english,Greedy and Backtracking,5,1.47,up,debug
LOG-00336,E25,2025-09-18,3,code_mixed,Stacks and Queues,5,1.13,none,conceptual_why
LOG-00337,E17,2025-09-29,5,code_mixed,Greedy and Backtracking,5,2.55,up,conceptual_why
LOG-00338,E24,2025-09-05,1,english,Trees and BSTs,5,1.74,none,complexity
LOG-00339,E02,2025-09-30,5,english,Graphs and Traversals,5,1.72,up,how_to_implement
LOG-00340,E23,2025-10-04,5,english,Stacks and Queues,5,1.71,down,how_to_implement
LOG-00341,E23,2025-09-06,1,code_mixed,Dynamic Programming (Intro),5,1.79,none,conceptual_why
LOG-00342,E17,2025-10-12,6,english,Graphs and Traversals,5,1.68,up,how_to_implement
LOG-00343,E12,2025-09-12,2,code_mixed,Greedy and Backtracking,5,1.72,up,conceptual_why
LOG-00344,E19,2025-09-18,3,english,Graphs and Traversals,5,1.48,up,debug
LOG-00345,E08,2025-10-06,6,code_mixed,Trees and BSTs,5,1.71,none,debug
LOG-00346,E18,2025-09-20,3,code_mixed,Heaps and Priority Queues,5,1.94,none,conceptual_why
LOG-00347,E19,2025-10-10,6,english,Sorting Algorithms,5,2.2,none,complexity
LOG-00348,E14,2025-09-18,3,code_mixed,Hashing,5,1.72,none,how_to_implement
LOG-00349,E08,2025-09-20,3,code_mixed,Trees and BSTs,5,1.32,none,complexity
LOG-00350,E01,2025-10-05,5,code_mixed,Sorting Algorithms,5,0.68,none,how_to_implement
LOG-00351,E06,2025-10-09,6,english,Dynamic Programming (Intro),5,2.05,none,complexity
LOG-00352,E22,2025-10-10,6,code_mixed,Dynamic Programming (Intro),5,1.64,none,debug
LOG-00353,E07,2025-09-19,3,english,Trees and BSTs,5,2.04,none,complexity
LOG-00354,E03,2025-09-28,4,english,Heaps and Priority Queues,5,1.74,none,how_to_implement
LOG-00355,E08,2025-09-22,4,code_mixed,Dynamic Programming (Intro),5,2.45,none,how_to_implement
LOG-00356,E14,2025-10-05,5,code_mixed,Sorting Algorithms,5,1.76,up,complexity
LOG-00357,E15,2025-09-17,3,romanized_nepali,Hashing,5,1.53,none,conceptual_why
LOG-00358,E23,2025-10-09,6,romanized_nepali,Greedy and Backtracking,5,2.09,up,conceptual_why
LOG-00359,E22,2025-10-06,6,english,Sorting Algorithms,5,1.21,none,how_to_implement
LOG-00360,E25,2025-09-13,2,romanized_nepali,Trees and BSTs,5,1.96,up,conceptual_why
LOG-00361,E23,2025-09-20,3,code_mixed,Sorting Algorithms,5,1.89,none,conceptual_why
LOG-00362,E13,2025-09-20,3,romanized_nepali,Stacks and Queues,5,1.32,none,debug
LOG-00363,E05,2025-10-11,6,english,Greedy and Backtracking,5,1.95,none,conceptual_why
LOG-00364,E25,2025-09-24,4,code_mixed,Graphs and Traversals,5,1.65,up,complexity
LOG-00365,E07,2025-10-04,5,romanized_nepali,Graphs and Traversals,5,1.55,none,conceptual_why
LOG-00366,E16,2025-10-11,6,code_mixed,Graphs and Traversals,5,1.59,none,how_to_implement
LOG-00367,E08,2025-09-22,4,code_mixed,Linked Lists,5,1.95,up,how_to_implement
LOG-00368,E22,2025-10-11,6,romanized_nepali,Heaps and Priority Queues,5,0.96,up,conceptual_why
LOG-00369,E06,2025-09-19,3,code_mixed,Graphs and Traversals,5,1.86,up,conceptual_why
LOG-00370,E12,2025-09-01,1,english,Hashing,5,2.1,none,how_to_implement
LOG-00371,E07,2025-09-08,2,code_mixed,Linked Lists,5,1.36,up,complexity
LOG-00372,E22,2025-10-05,5,code_mixed,Linked Lists,5,1.89,none,complexity
LOG-00373,E16,2025-09-22,4,romanized_nepali,Greedy and Backtracking,5,1.6,down,how_to_implement
LOG-00374,E17,2025-10-09,6,english,Heaps and Priority Queues,5,0.89,up,how_to_implement
LOG-00375,E09,2025-09-28,4,english,Searching Algorithms,5,2.76,down,conceptual_why
LOG-00376,E06,2025-10-05,5,code_mixed,Heaps and Priority Queues,5,1.98,up,complexity
LOG-00377,E22,2025-09-21,3,code_mixed,Graphs and Traversals,5,1.56,up,how_to_implement
LOG-00378,E21,2025-10-02,5,english,Stacks and Queues,5,1.86,none,debug
LOG-00379,E20,2025-10-06,6,english,Arrays and Strings,5,1.69,up,how_to_implement
LOG-00380,E26,2025-09-22,4,code_mixed,Trees and BSTs,5,2.11,up,how_to_implement
LOG-00381,E15,2025-09-25,4,english,Linked Lists,5,1.16,none,conceptual_why
LOG-00382,E06,2025-10-09,6,romanized_nepali,Sorting Algorithms,5,2.17,up,how_to_implement
LOG-00383,E16,2025-10-11,6,english,Graphs and Traversals,5,1.58,none,how_to_implement
LOG-00384,E09,2025-09-21,3,english,Complexity and Notation,5,1.45,none,conceptual_why
LOG-00385,E14,2025-09-05,1,romanized_nepali,Searching Algorithms,5,2.11,none,how_to_implement
LOG-00386,E13,2025-10-09,6,english,Sorting Algorithms,5,2.11,none,conceptual_why
LOG-00387,E15,2025-09-24,4,english,Greedy and Backtracking,5,1.36,up,how_to_implement
LOG-00388,E24,2025-10-12,6,code_mixed,Dynamic Programming (Intro),5,1.42,up,conceptual_why
LOG-00389,E21,2025-10-07,6,english,Graphs and Traversals,5,1.42,none,how_to_implement
LOG-00390,E12,2025-09-21,3,code_mixed,Greedy and Backtracking,5,2.27,up,debug
LOG-00391,E22,2025-10-09,6,english,Trees and BSTs,5,1.41,none,conceptual_why
LOG-00392,E22,2025-09-29,5,english,Searching Algorithms,5,1.96,up,how_to_implement
LOG-00393,E21,2025-10-06,6,romanized_nepali,Graphs and Traversals,5,1.71,none,conceptual_why
LOG-00394,E15,2025-10-10,6,romanized_nepali,Trees and BSTs,5,1.69,up,complexity
LOG-00395,E23,2025-10-02,5,romanized_nepali,Linked Lists,5,1.78,none,debug
LOG-00396,E14,2025-10-11,6,english,Hashing,5,1.24,up,complexity
LOG-00397,E04,2025-09-22,4,code_mixed,Hashing,5,1.58,none,debug
LOG-00398,E08,2025-09-22,4,code_mixed,Heaps and Priority Queues,5,1.97,none,how_to_implement
LOG-00399,E18,2025-10-04,5,romanized_nepali,Trees and BSTs,5,2.12,down,conceptual_why
LOG-00400,E11,2025-09-22,4,code_mixed,Greedy and Backtracking,5,1.58,none,conceptual_why
LOG-00401,E12,2025-10-06,6,code_mixed,Graphs and Traversals,5,1.92,none,complexity
LOG-00402,E12,2025-09-28,4,code_mixed,Hashing,5,1.79,none,debug
LOG-00403,E06,2025-10-07,6,romanized_nepali,Sorting Algorithms,5,2.22,up,conceptual_why
LOG-00404,E04,2025-10-09,6,code_mixed,Graphs and Traversals,5,1.0,down,complexity
LOG-00405,E02,2025-10-01,5,english,Graphs and Traversals,5,2.12,up,debug
LOG-00406,E18,2025-10-11,6,english,Hashing,5,1.28,up,how_to_implement
LOG-00407,E10,2025-10-08,6,english,Linked Lists,5,1.81,up,how_to_implement
LOG-00408,E13,2025-10-09,6,english,Greedy and Backtracking,5,2.39,down,how_to_implement
LOG-00409,E25,2025-09-02,1,romanized_nepali,Searching Algorithms,5,1.69,none,how_to_implement
LOG-00410,E17,2025-09-02,1,code_mixed,Graphs and Traversals,5,1.84,up,how_to_implement
LOG-00411,E21,2025-10-04,5,english,Graphs and Traversals,5,1.32,none,conceptual_why
LOG-00412,E21,2025-09-20,3,romanized_nepali,Trees and BSTs,5,1.95,up,debug
LOG-00413,E25,2025-10-10,6,code_mixed,Searching Algorithms,5,2.14,none,how_to_implement
LOG-00414,E03,2025-09-22,4,code_mixed,Heaps and Priority Queues,5,2.11,up,conceptual_why
LOG-00415,E11,2025-10-07,6,english,Heaps and Priority Queues,5,1.83,none,conceptual_why
LOG-00416,E25,2025-09-18,3,english,Arrays and Strings,5,1.27,up,how_to_implement
LOG-00417,E13,2025-10-04,5,romanized_nepali,Stacks and Queues,5,2.35,none,debug
LOG-00418,E25,2025-10-10,6,code_mixed,Complexity and Notation,5,2.56,none,how_to_implement
LOG-00419,E06,2025-10-09,6,romanized_nepali,Trees and BSTs,5,1.69,none,conceptual_why
LOG-00420,E02,2025-09-21,3,romanized_nepali,Searching Algorithms,5,1.82,up,conceptual_why
LOG-00421,E23,2025-09-24,4,code_mixed,Trees and BSTs,5,1.76,none,how_to_implement
LOG-00422,E12,2025-09-28,4,english,Sorting Algorithms,5,2.1,none,how_to_implement
LOG-00423,E14,2025-09-21,3,code_mixed,Linked Lists,5,1.87,none,debug
LOG-00424,E25,2025-09-25,4,code_mixed,Dynamic Programming (Intro),5,2.36,none,conceptual_why
LOG-00425,E07,2025-10-12,6,romanized_nepali,Greedy and Backtracking,5,2.39,none,complexity
LOG-00426,E25,2025-10-10,6,code_mixed,Searching Algorithms,5,1.77,none,conceptual_why
LOG-00427,E12,2025-09-20,3,romanized_nepali,Dynamic Programming (Intro),5,1.08,none,conceptual_why
LOG-00428,E08,2025-10-05,5,english,Hashing,5,2.02,down,conceptual_why
LOG-00429,E07,2025-10-11,6,english,Stacks and Queues,5,1.65,none,conceptual_why
LOG-00430,E14,2025-09-21,3,code_mixed,Trees and BSTs,5,2.37,up,complexity
LOG-00431,E13,2025-10-09,6,code_mixed,Dynamic Programming (Intro),5,2.02,none,how_to_implement
LOG-00432,E23,2025-10-08,6,code_mixed,Sorting Algorithms,5,1.03,up,debug
LOG-00433,E02,2025-10-10,6,code_mixed,Linked Lists,5,1.73,up,complexity
LOG-00434,E02,2025-09-07,1,english,Trees and BSTs,5,1.09,none,complexity
LOG-00435,E05,2025-10-11,6,code_mixed,Greedy and Backtracking,5,1.4,none,how_to_implement
LOG-00436,E16,2025-10-12,6,code_mixed,Sorting Algorithms,5,2.01,none,conceptual_why
LOG-00437,E21,2025-09-18,3,code_mixed,Graphs and Traversals,5,1.26,none,complexity
LOG-00438,E14,2025-10-04,5,english,Greedy and Backtracking,5,1.46,none,how_to_implement
LOG-00439,E16,2025-09-07,1,code_mixed,Graphs and Traversals,5,2.05,up,complexity
LOG-00440,E17,2025-10-03,5,code_mixed,Hashing,5,2.02,none,complexity
LOG-00441,E01,2025-10-06,6,romanized_nepali,Dynamic Programming (Intro),5,1.94,none,debug
LOG-00442,E08,2025-10-07,6,english,Hashing,5,2.26,up,how_to_implement
LOG-00443,E26,2025-10-09,6,code_mixed,Heaps and Priority Queues,5,1.35,up,conceptual_why
LOG-00444,E10,2025-09-19,3,english,Arrays and Strings,5,2.63,up,complexity
LOG-00445,E25,2025-09-09,2,english,Greedy and Backtracking,5,2.11,none,how_to_implement
LOG-00446,E14,2025-10-08,6,romanized_nepali,Graphs and Traversals,5,1.95,none,how_to_implement
LOG-00447,E07,2025-09-02,1,code_mixed,Hashing,5,0.67,none,conceptual_why
LOG-00448,E01,2025-09-18,3,code_mixed,Graphs and Traversals,5,1.82,up,debug
LOG-00449,E07,2025-09-18,3,code_mixed,Stacks and Queues,5,1.7,none,how_to_implement
LOG-00450,E10,2025-10-07,6,code_mixed,Dynamic Programming (Intro),5,1.78,none,complexity
LOG-00451,E13,2025-09-23,4,romanized_nepali,Hashing,5,2.23,up,conceptual_why
LOG-00452,E13,2025-10-09,6,english,Trees and BSTs,5,1.42,up,how_to_implement
LOG-00453,E15,2025-10-05,5,code_mixed,Stacks and Queues,5,0.83,down,debug
LOG-00454,E13,2025-10-09,6,code_mixed,Dynamic Programming (Intro),5,1.86,none,how_to_implement
LOG-00455,E01,2025-10-08,6,code_mixed,Heaps and Priority Queues,5,2.31,none,complexity
LOG-00456,E08,2025-10-10,6,romanized_nepali,Graphs and Traversals,5,1.02,none,debug
LOG-00457,E25,2025-09-19,3,code_mixed,Sorting Algorithms,5,1.8,none,conceptual_why
LOG-00458,E01,2025-09-21,3,code_mixed,Greedy and Backtracking,5,1.14,none,complexity
LOG-00459,E20,2025-10-04,5,code_mixed,Complexity and Notation,5,2.49,none,conceptual_why
LOG-00460,E13,2025-10-02,5,english,Sorting Algorithms,5,2.0,up,how_to_implement
LOG-00461,E19,2025-10-07,6,code_mixed,Sorting Algorithms,5,2.18,up,conceptual_why
LOG-00462,E10,2025-10-08,6,romanized_nepali,Dynamic Programming (Intro),5,2.4,up,conceptual_why
LOG-00463,E11,2025-09-20,3,code_mixed,Dynamic Programming (Intro),5,2.08,up,conceptual_why
LOG-00464,E14,2025-09-09,2,code_mixed,Greedy and Backtracking,5,2.17,none,conceptual_why
LOG-00465,E24,2025-10-07,6,romanized_nepali,Graphs and Traversals,5,2.23,up,debug
LOG-00466,E10,2025-10-05,5,romanized_nepali,Trees and BSTs,5,1.96,none,complexity
LOG-00467,E03,2025-09-19,3,romanized_nepali,Dynamic Programming (Intro),5,1.9,none,conceptual_why
LOG-00468,E02,2025-09-05,1,code_mixed,Dynamic Programming (Intro),5,1.42,none,debug
LOG-00469,E23,2025-09-02,1,romanized_nepali,Sorting Algorithms,5,2.27,none,how_to_implement
LOG-00470,E09,2025-09-18,3,english,Sorting Algorithms,5,2.33,none,complexity
LOG-00471,E04,2025-09-19,3,english,Sorting Algorithms,5,1.74,up,debug
LOG-00472,E16,2025-09-16,3,romanized_nepali,Trees and BSTs,5,2.33,none,conceptual_why
LOG-00473,E22,2025-09-04,1,code_mixed,Arrays and Strings,5,1.57,up,conceptual_why
LOG-00474,E16,2025-09-13,2,english,Stacks and Queues,5,2.19,none,debug
LOG-00475,E05,2025-09-21,3,english,Trees and BSTs,5,1.99,none,complexity
LOG-00476,E12,2025-09-07,1,english,Hashing,5,2.65,up,how_to_implement
LOG-00477,E08,2025-09-16,3,romanized_nepali,Sorting Algorithms,5,2.66,none,complexity
LOG-00478,E01,2025-09-23,4,code_mixed,Graphs and Traversals,5,2.26,none,how_to_implement
LOG-00479,E25,2025-10-09,6,english,Sorting Algorithms,5,2.0,none,debug
LOG-00480,E13,2025-10-10,6,english,Trees and BSTs,5,1.54,up,debug
LOG-00481,E05,2025-09-22,4,english,Trees and BSTs,5,1.29,none,complexity
LOG-00482,E23,2025-09-10,2,code_mixed,Sorting Algorithms,5,1.84,up,conceptual_why
LOG-00483,E26,2025-09-19,3,english,Heaps and Priority Queues,5,2.28,up,conceptual_why
LOG-00484,E22,2025-10-05,5,english,Dynamic Programming (Intro),5,2.23,none,debug
LOG-00485,E08,2025-09-22,4,romanized_nepali,Heaps and Priority Queues,5,2.52,up,complexity
LOG-00486,E06,2025-10-01,5,code_mixed,Searching Algorithms,5,2.36,none,how_to_implement
LOG-00487,E14,2025-10-06,6,english,Arrays and Strings,5,1.82,none,complexity
LOG-00488,E15,2025-10-05,5,romanized_nepali,Linked Lists,5,1.32,up,conceptual_why
LOG-00489,E23,2025-10-09,6,romanized_nepali,Stacks and Queues,5,1.91,none,conceptual_why
LOG-00490,E25,2025-09-07,1,code_mixed,Greedy and Backtracking,5,1.17,up,conceptual_why
LOG-00491,E24,2025-09-19,3,code_mixed,Graphs and Traversals,5,2.1,up,conceptual_why
LOG-00492,E10,2025-09-03,1,english,Arrays and Strings,5,1.56,none,complexity
LOG-00493,E15,2025-09-27,4,english,Graphs and Traversals,5,1.99,up,conceptual_why
LOG-00494,E04,2025-10-04,5,english,Trees and BSTs,5,1.85,up,how_to_implement
LOG-00495,E14,2025-09-18,3,english,Heaps and Priority Queues,5,1.91,none,complexity
LOG-00496,E03,2025-09-05,1,english,Hashing,5,2.23,none,conceptual_why
LOG-00497,E04,2025-09-24,4,romanized_nepali,Greedy and Backtracking,5,2.14,up,how_to_implement
LOG-00498,E04,2025-09-13,2,romanized_nepali,Dynamic Programming (Intro),5,1.98,up,complexity
LOG-00499,E09,2025-09-15,3,romanized_nepali,Dynamic Programming (Intro),5,1.58,none,complexity
LOG-00500,E09,2025-09-22,4,english,Trees and BSTs,5,2.64,up,conceptual_why
LOG-00501,E19,2025-10-11,6,romanized_nepali,Dynamic Programming (Intro),5,1.91,none,how_to_implement
LOG-00502,E03,2025-09-21,3,english,Dynamic Programming (Intro),5,1.44,up,conceptual_why
LOG-00503,E04,2025-10-06,6,english,Heaps and Priority Queues,5,1.49,none,debug
LOG-00504,E18,2025-09-21,3,code_mixed,Arrays and Strings,5,2.44,none,complexity
LOG-00505,E18,2025-09-22,4,code_mixed,Dynamic Programming (Intro),5,0.86,up,debug
LOG-00506,E19,2025-09-11,2,english,Trees and BSTs,5,1.55,none,complexity
LOG-00507,E19,2025-09-14,2,english,Hashing,5,2.46,none,how_to_implement
LOG-00508,E18,2025-10-07,6,english,Arrays and Strings,5,2.67,none,how_to_implement
LOG-00509,E15,2025-09-23,4,code_mixed,Linked Lists,5,1.51,none,how_to_implement
LOG-00510,E20,2025-09-19,3,code_mixed,Arrays and Strings,5,0.92,none,conceptual_why
LOG-00511,E03,2025-10-12,6,english,Heaps and Priority Queues,5,1.56,none,conceptual_why
LOG-00512,E07,2025-10-10,6,english,Greedy and Backtracking,5,1.75,none,conceptual_why
LOG-00513,E20,2025-09-18,3,code_mixed,Searching Algorithms,5,1.58,none,complexity
LOG-00514,E06,2025-09-23,4,code_mixed,Graphs and Traversals,5,2.64,none,how_to_implement
LOG-00515,E14,2025-10-01,5,code_mixed,Stacks and Queues,5,2.52,none,how_to_implement
LOG-00516,E08,2025-09-13,2,code_mixed,Heaps and Priority Queues,5,1.75,none,complexity
LOG-00517,E12,2025-09-23,4,english,Stacks and Queues,5,0.77,up,how_to_implement
LOG-00518,E22,2025-09-19,3,romanized_nepali,Sorting Algorithms,5,1.77,none,complexity
LOG-00519,E18,2025-10-08,6,english,Greedy and Backtracking,5,2.55,up,complexity
LOG-00520,E13,2025-09-07,1,english,Trees and BSTs,5,1.69,none,how_to_implement
LOG-00521,E08,2025-10-12,6,romanized_nepali,Stacks and Queues,5,1.74,none,debug
LOG-00522,E21,2025-09-18,3,english,Trees and BSTs,5,1.48,up,how_to_implement
LOG-00523,E18,2025-09-20,3,english,Complexity and Notation,5,1.98,none,debug
LOG-00524,E13,2025-09-06,1,code_mixed,Trees and BSTs,5,1.58,none,debug
LOG-00525,E23,2025-10-11,6,romanized_nepali,Trees and BSTs,5,1.41,none,conceptual_why
LOG-00526,E18,2025-10-09,6,english,Stacks and Queues,5,2.21,none,conceptual_why
LOG-00527,E26,2025-09-05,1,code_mixed,Hashing,5,2.96,up,complexity
LOG-00528,E18,2025-09-28,4,english,Graphs and Traversals,5,2.06,none,debug
LOG-00529,E23,2025-09-22,4,english,Trees and BSTs,5,2.34,none,conceptual_why
LOG-00530,E15,2025-10-04,5,code_mixed,Sorting Algorithms,5,2.01,none,how_to_implement
LOG-00531,E19,2025-09-20,3,code_mixed,Graphs and Traversals,5,1.84,none,debug
LOG-00532,E22,2025-10-12,6,code_mixed,Searching Algorithms,5,1.45,none,conceptual_why
LOG-00533,E03,2025-09-16,3,romanized_nepali,Hashing,5,1.74,down,conceptual_why
LOG-00534,E13,2025-10-08,6,code_mixed,Trees and BSTs,5,1.57,none,conceptual_why
LOG-00535,E16,2025-09-18,3,romanized_nepali,Graphs and Traversals,5,1.27,none,conceptual_why
LOG-00536,E02,2025-10-05,5,code_mixed,Dynamic Programming (Intro),5,1.81,none,debug
LOG-00537,E21,2025-09-23,4,code_mixed,Hashing,5,1.43,down,debug
LOG-00538,E19,2025-09-28,4,code_mixed,Sorting Algorithms,5,1.7,none,complexity
LOG-00539,E25,2025-09-27,4,english,Searching Algorithms,5,1.26,up,complexity
LOG-00540,E11,2025-10-04,5,english,Graphs and Traversals,5,1.67,up,complexity
LOG-00541,E13,2025-09-05,1,code_mixed,Linked Lists,5,1.92,up,conceptual_why
LOG-00542,E24,2025-09-05,1,code_mixed,Hashing,5,1.56,down,how_to_implement
LOG-00543,E12,2025-10-12,6,code_mixed,Trees and BSTs,5,1.15,down,conceptual_why
LOG-00544,E22,2025-09-18,3,code_mixed,Stacks and Queues,5,2.06,none,complexity
LOG-00545,E12,2025-09-21,3,english,Trees and BSTs,5,1.57,up,how_to_implement
LOG-00546,E10,2025-09-18,3,code_mixed,Trees and BSTs,5,1.65,up,conceptual_why
LOG-00547,E09,2025-10-04,5,romanized_nepali,Sorting Algorithms,5,2.12,none,conceptual_why
LOG-00548,E07,2025-10-12,6,code_mixed,Greedy and Backtracking,5,1.07,none,complexity
LOG-00549,E12,2025-09-22,4,code_mixed,Dynamic Programming (Intro),5,1.77,none,how_to_implement
LOG-00550,E05,2025-09-20,3,english,Stacks and Queues,5,1.92,up,complexity
LOG-00551,E22,2025-09-21,3,code_mixed,Trees and BSTs,5,2.31,none,conceptual_why
LOG-00552,E26,2025-09-02,1,code_mixed,Greedy and Backtracking,5,1.51,down,debug
LOG-00553,E04,2025-09-07,1,code_mixed,Searching Algorithms,5,1.84,up,conceptual_why
LOG-00554,E02,2025-09-04,1,code_mixed,Sorting Algorithms,5,2.18,none,how_to_implement
LOG-00555,E01,2025-09-20,3,english,Greedy and Backtracking,5,2.11,none,complexity
LOG-00556,E24,2025-10-12,6,romanized_nepali,Searching Algorithms,5,0.65,up,conceptual_why
LOG-00557,E03,2025-09-11,2,english,Searching Algorithms,5,1.7,up,conceptual_why
LOG-00558,E18,2025-09-29,5,code_mixed,Dynamic Programming (Intro),5,2.74,up,debug
LOG-00559,E09,2025-09-16,3,english,Arrays and Strings,5,1.9,none,how_to_implement
LOG-00560,E06,2025-09-03,1,code_mixed,Dynamic Programming (Intro),5,1.1,up,debug
LOG-00561,E08,2025-10-09,6,code_mixed,Dynamic Programming (Intro),5,1.75,up,how_to_implement
LOG-00562,E18,2025-09-10,2,code_mixed,Sorting Algorithms,5,2.42,up,conceptual_why
LOG-00563,E01,2025-09-10,2,romanized_nepali,Trees and BSTs,5,2.04,none,debug
LOG-00564,E23,2025-10-08,6,code_mixed,Trees and BSTs,5,1.01,none,conceptual_why
LOG-00565,E15,2025-09-18,3,english,Dynamic Programming (Intro),5,2.17,up,debug
LOG-00566,E07,2025-09-15,3,english,Hashing,5,2.31,none,conceptual_why
LOG-00567,E07,2025-10-11,6,english,Heaps and Priority Queues,5,2.29,up,complexity
LOG-00568,E18,2025-09-15,3,romanized_nepali,Complexity and Notation,5,1.42,none,how_to_implement
LOG-00569,E17,2025-10-09,6,code_mixed,Dynamic Programming (Intro),5,2.4,none,complexity
LOG-00570,E09,2025-09-20,3,english,Linked Lists,5,2.44,none,conceptual_why
LOG-00571,E10,2025-10-01,5,english,Arrays and Strings,5,1.99,up,how_to_implement
LOG-00572,E13,2025-09-20,3,code_mixed,Trees and BSTs,5,1.45,none,complexity
LOG-00573,E24,2025-09-20,3,english,Heaps and Priority Queues,5,1.72,none,conceptual_why
LOG-00574,E14,2025-10-11,6,romanized_nepali,Graphs and Traversals,5,1.69,none,conceptual_why
LOG-00575,E22,2025-10-10,6,code_mixed,Greedy and Backtracking,5,2.22,none,how_to_implement
LOG-00576,E17,2025-09-13,2,code_mixed,Dynamic Programming (Intro),5,1.02,none,how_to_implement
LOG-00577,E15,2025-10-06,6,code_mixed,Greedy and Backtracking,5,1.1,up,conceptual_why
LOG-00578,E14,2025-09-11,2,code_mixed,Trees and BSTs,5,1.64,none,conceptual_why
LOG-00579,E18,2025-09-19,3,english,Arrays and Strings,5,1.85,none,conceptual_why
LOG-00580,E14,2025-09-06,1,english,Arrays and Strings,5,2.54,none,how_to_implement
LOG-00581,E19,2025-10-04,5,romanized_nepali,Graphs and Traversals,5,1.95,up,conceptual_why
LOG-00582,E06,2025-10-06,6,english,Complexity and Notation,5,2.18,up,how_to_implement
LOG-00583,E10,2025-10-07,6,code_mixed,Trees and BSTs,5,2.69,none,how_to_implement
LOG-00584,E23,2025-10-07,6,code_mixed,Complexity and Notation,5,1.92,up,complexity
LOG-00585,E11,2025-09-22,4,english,Greedy and Backtracking,5,1.91,none,how_to_implement
LOG-00586,E22,2025-09-13,2,english,Heaps and Priority Queues,5,1.63,none,debug
LOG-00587,E25,2025-09-01,1,code_mixed,Graphs and Traversals,5,1.95,none,debug
